OrderID,OrderDate,Customer,Region,Product,Category,UnitPrice,Quantity,Discount,Sales,Cost,Profit
ORD100502,2024-03-02,Customer_166,Central,Webcam HD,Electronics,45.0,4,0.0,180.0,126.0,54.0
ORD100503,2024-09-04,Customer_90,South,Wireless Mouse,Electronics,15.0,3,0.05,42.75,26.55,16.2
ORD100504,2023-09-25,Customer_174,South,Bluetooth Speaker,Electronics,55.0,4,0.05,209.0,158.4,50.6
ORD100505,2024-07-30,Customer_122,Central,"Monitor 24""",Electronics,130.0,6,0.0,780.0,522.6,257.4
ORD100506,2024-02-21,Customer_143,West,Smartphone Case,Accessories,10.0,6,0.0,60.0,45.0,15.0
ORD100507,2023-06-17,Customer_106,South,SSD 1TB,Electronics,110.0,3,0.1,297.0,267.3,29.7
ORD100508,2023-02-12,Customer_123,East,Laptop Stand,Accessories,25.0,4,0.05,95.0,67.0,28.0
ORD100509,2024-07-09,Customer_9,Central,Laptop Stand,Accessories,25.0,7,0.0,175.0,112.0,63.0
ORD100510,2023-10-12,Customer_262,West,USB-C Cable,Electronics,8.0,4,0.15,27.2,17.6,9.6
ORD100511,2024-02-01,Customer_73,West,SSD 1TB,Electronics,110.0,3,0.0,330.0,237.6,92.4
ORD100512,2023-01-12,Customer_223,West,Desk Lamp,Furniture,18.0,4,0.1,64.8,48.24,16.56
ORD100513,2024-08-29,Customer_41,North,Pen Set,Stationery,5.0,2,0.0,10.0,6.6,3.4
ORD100514,2023-10-29,Customer_204,West,External HDD,Electronics,85.0,2,0.0,170.0,102.0,68.0
ORD100515,2023-09-10,Customer_264,South,Desk Lamp,Furniture,18.0,5,0.2,72.0,61.2,10.8
ORD100516,2024-05-13,Customer_178,Central,USB-C Cable,Electronics,8.0,1,0.0,8.0,6.8,1.2
ORD100517,2023-02-04,Customer_84,South,Desk Lamp,Furniture,18.0,7,0.1,113.4,80.64,32.76
ORD100518,2024-12-27,Customer_111,Central,Router,Electronics,60.0,3,0.0,180.0,131.4,48.6
ORD100519,2023-03-31,Customer_251,South,Office Chair,Furniture,120.0,4,0.05,456.0,374.4,81.6
ORD100520,2024-08-27,Customer_7,East,Desk Lamp,Furniture,18.0,3,0.15,45.9,41.58,4.32
ORD100521,2024-08-24,Customer_84,North,Webcam HD,Electronics,45.0,1,0.0,45.0,29.25,15.75
ORD100522,2024-02-22,Customer_208,West,Webcam HD,Electronics,45.0,2,0.15,76.5,65.7,10.8
ORD100523,2023-04-25,Customer_22,West,Pen Set,Stationery,5.0,5,0.05,23.75,20.25,3.5
ORD100524,2024-09-08,Customer_3,West,External HDD,Electronics,85.0,4,0.05,323.0,187.0,136.0
ORD100525,2023-07-15,Customer_127,East,Office Chair,Furniture,120.0,4,0.05,456.0,326.4,129.6
ORD100526,2024-05-15,Customer_297,North,"Monitor 24""",Electronics,130.0,6,0.15,663.0,483.6,179.4
ORD100527,2024-09-17,Customer_188,Central,SSD 1TB,Electronics,110.0,2,0.0,220.0,147.4,72.6
ORD100528,2024-05-07,Customer_14,West,Wireless Mouse,Electronics,15.0,5,0.0,75.0,50.25,24.75
ORD100529,2023-03-16,Customer_12,West,Bluetooth Speaker,Electronics,55.0,2,0.15,93.5,84.7,8.8
ORD100530,2024-02-17,Customer_87,West,Office Chair,Furniture,120.0,2,0.1,216.0,139.2,76.8
ORD100531,2024-01-11,Customer_12,West,Notebook,Stationery,3.0,2,0.0,6.0,4.2,1.8
ORD100532,2024-02-24,Customer_25,South,Mechanical Keyboard,Electronics,70.0,1,0.05,66.5,50.4,16.1
ORD100533,2024-12-29,Customer_243,West,Bluetooth Speaker,Electronics,55.0,2,0.05,104.5,77.0,27.5
ORD100534,2023-10-04,Customer_122,East,USB-C Cable,Electronics,8.0,5,0.0,40.0,30.8,9.2
ORD100535,2024-11-06,Customer_147,Central,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,110.55,54.45
ORD100536,2024-01-29,Customer_55,West,Notebook,Stationery,3.0,2,0.1,5.4,4.98,0.42
ORD100537,2024-04-01,Customer_238,North,Pen Set,Stationery,5.0,2,0.0,10.0,6.9,3.1
ORD100538,2023-07-11,Customer_173,South,Notebook,Stationery,3.0,2,0.1,5.4,4.32,1.08
ORD100539,2024-11-19,Customer_221,North,Router,Electronics,60.0,3,0.15,153.0,144.0,9.0
ORD100540,2023-04-09,Customer_119,North,External HDD,Electronics,85.0,3,0.0,255.0,160.65,94.35
ORD100541,2024-07-01,Customer_183,East,Webcam HD,Electronics,45.0,1,0.0,45.0,25.65,19.35
ORD100542,2023-04-06,Customer_288,Central,Desk Lamp,Furniture,18.0,3,0.0,54.0,41.04,12.96
ORD100543,2024-10-25,Customer_82,North,Wireless Mouse,Electronics,15.0,2,0.0,30.0,20.7,9.3
ORD100544,2024-10-24,Customer_211,East,SSD 1TB,Electronics,110.0,3,0.1,297.0,270.6,26.4
ORD100545,2023-07-09,Customer_150,Central,Laptop Stand,Accessories,25.0,3,0.0,75.0,63.0,12.0
ORD100546,2023-02-06,Customer_37,West,SSD 1TB,Electronics,110.0,1,0.05,104.5,73.7,30.8
ORD100547,2024-01-04,Customer_59,East,USB-C Cable,Electronics,8.0,3,0.0,24.0,16.08,7.92
ORD100548,2024-11-25,Customer_131,West,Bluetooth Speaker,Electronics,55.0,1,0.0,55.0,36.85,18.15
ORD100549,2024-06-08,Customer_202,East,External HDD,Electronics,85.0,4,0.0,340.0,221.0,119.0
ORD100550,2023-10-06,Customer_243,North,Laptop Stand,Accessories,25.0,5,0.0,125.0,97.5,27.5
ORD100551,2023-08-05,Customer_35,North,Desk Lamp,Furniture,18.0,5,0.0,90.0,70.2,19.8
ORD100552,2023-09-30,Customer_93,North,Webcam HD,Electronics,45.0,4,0.0,180.0,124.2,55.8
ORD100553,2023-03-03,Customer_207,South,External HDD,Electronics,85.0,4,0.15,289.0,190.4,98.6
ORD100554,2024-08-18,Customer_213,Central,SSD 1TB,Electronics,110.0,3,0.1,297.0,211.2,85.8
ORD100555,2024-12-29,Customer_159,West,Webcam HD,Electronics,45.0,1,0.0,45.0,28.8,16.2
ORD100556,2023-12-08,Customer_24,South,Desk Lamp,Furniture,18.0,3,0.0,54.0,42.66,11.34
ORD100557,2024-02-01,Customer_293,East,USB-C Cable,Electronics,8.0,4,0.0,32.0,18.56,13.44
ORD100558,2024-11-29,Customer_4,South,SSD 1TB,Electronics,110.0,2,0.0,220.0,173.8,46.2
ORD100559,2023-01-19,Customer_220,West,Laptop Stand,Accessories,25.0,3,0.0,75.0,56.25,18.75
ORD100560,2023-06-26,Customer_20,West,SSD 1TB,Electronics,110.0,2,0.0,220.0,169.4,50.6
ORD100561,2024-09-03,Customer_152,North,Office Chair,Furniture,120.0,2,0.0,240.0,163.2,76.8
ORD100562,2024-01-31,Customer_50,North,Webcam HD,Electronics,45.0,3,0.0,135.0,101.25,33.75
ORD100563,2024-03-20,Customer_177,East,Laptop Stand,Accessories,25.0,4,0.0,100.0,73.0,27.0
ORD100564,2023-08-21,Customer_96,East,External HDD,Electronics,85.0,3,0.0,255.0,198.9,56.1
ORD100565,2023-03-17,Customer_105,South,"Monitor 24""",Electronics,130.0,1,0.1,117.0,88.4,28.6
ORD100566,2023-09-22,Customer_250,East,Bluetooth Speaker,Electronics,55.0,4,0.0,220.0,151.8,68.2
ORD100567,2024-03-30,Customer_117,East,Laptop Stand,Accessories,25.0,3,0.0,75.0,55.5,19.5
ORD100568,2024-12-18,Customer_228,South,"Monitor 24""",Electronics,130.0,3,0.05,370.5,226.2,144.3
ORD100569,2024-01-19,Customer_66,South,"Monitor 24""",Electronics,130.0,1,0.2,104.0,88.4,15.6
ORD100570,2024-07-17,Customer_262,South,Webcam HD,Electronics,45.0,5,0.2,180.0,189.0,-9.0
ORD100571,2024-05-20,Customer_295,Central,USB-C Cable,Electronics,8.0,3,0.1,21.6,13.44,8.16
ORD100572,2024-01-02,Customer_243,Central,External HDD,Electronics,85.0,3,0.0,255.0,163.2,91.8
ORD100573,2023-05-24,Customer_186,Central,Pen Set,Stationery,5.0,2,0.05,9.5,6.4,3.1
ORD100574,2023-03-10,Customer_246,West,Webcam HD,Electronics,45.0,3,0.1,121.5,99.9,21.6
ORD100575,2023-04-09,Customer_125,East,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,95.7,69.3
ORD100576,2024-01-31,Customer_268,West,Router,Electronics,60.0,3,0.05,171.0,133.2,37.8
ORD100577,2023-01-25,Customer_131,Central,Bluetooth Speaker,Electronics,55.0,5,0.15,233.75,159.5,74.25
ORD100578,2024-04-13,Customer_237,North,Router,Electronics,60.0,1,0.0,60.0,34.8,25.2
ORD100579,2024-04-28,Customer_18,East,USB-C Cable,Electronics,8.0,2,0.0,16.0,12.32,3.68
ORD100580,2024-07-18,Customer_40,West,USB-C Cable,Electronics,8.0,5,0.0,40.0,26.0,14.0
ORD100581,2023-05-31,Customer_21,West,External HDD,Electronics,85.0,1,0.0,85.0,71.4,13.6
ORD100582,2023-05-24,Customer_225,South,SSD 1TB,Electronics,110.0,1,0.0,110.0,61.6,48.4
ORD100583,2024-07-22,Customer_282,East,Notebook,Stationery,3.0,4,0.1,10.8,8.16,2.64
ORD100584,2023-02-08,Customer_8,West,Desk Lamp,Furniture,18.0,1,0.1,16.2,10.44,5.76
ORD100585,2023-04-19,Customer_100,East,Desk Lamp,Furniture,18.0,2,0.0,36.0,23.76,12.24
ORD100586,2024-11-23,Customer_240,West,Bluetooth Speaker,Electronics,55.0,1,0.2,44.0,46.75,-2.75
ORD100587,2023-02-11,Customer_87,South,Desk Lamp,Furniture,18.0,2,0.0,36.0,29.52,6.48
ORD100588,2023-07-05,Customer_298,Central,Mechanical Keyboard,Electronics,70.0,3,0.0,210.0,117.6,92.4
ORD100589,2024-02-02,Customer_14,East,Smartphone Case,Accessories,10.0,3,0.1,27.0,21.6,5.4
ORD100590,2023-08-11,Customer_2,East,Router,Electronics,60.0,2,0.1,108.0,88.8,19.2
ORD100591,2024-09-25,Customer_293,North,Webcam HD,Electronics,45.0,3,0.05,128.25,82.35,45.9
ORD100592,2023-05-13,Customer_41,North,USB-C Cable,Electronics,8.0,4,0.15,27.2,18.88,8.32
ORD100593,2023-06-12,Customer_111,East,Notebook,Stationery,3.0,1,0.1,2.7,2.46,0.24
ORD100594,2023-08-03,Customer_14,South,SSD 1TB,Electronics,110.0,4,0.2,352.0,369.6,-17.6
ORD100595,2023-08-23,Customer_231,East,"Monitor 24""",Electronics,130.0,2,0.0,260.0,221.0,39.0
ORD100596,2024-10-19,Customer_84,North,Router,Electronics,60.0,5,0.1,270.0,237.0,33.0
ORD100597,2024-08-10,Customer_130,West,Pen Set,Stationery,5.0,6,0.3,21.0,22.5,-1.5
ORD100598,2023-01-09,Customer_231,West,Pen Set,Stationery,5.0,2,0.1,9.0,6.5,2.5
ORD100599,2023-03-15,Customer_145,North,"Monitor 24""",Electronics,130.0,2,0.0,260.0,156.0,104.0
ORD100600,2024-05-06,Customer_28,East,Laptop Stand,Accessories,25.0,5,0.05,118.75,71.25,47.5
ORD100601,2023-09-10,Customer_66,West,External HDD,Electronics,85.0,2,0.05,161.5,129.2,32.3
ORD100602,2023-08-18,Customer_163,East,Laptop Stand,Accessories,25.0,2,0.0,50.0,39.5,10.5
ORD100603,2024-06-02,Customer_229,South,Desk Lamp,Furniture,18.0,4,0.3,50.4,57.6,-7.2
ORD100604,2023-06-23,Customer_261,West,Webcam HD,Electronics,45.0,3,0.0,135.0,110.7,24.3
ORD100605,2024-10-14,Customer_164,North,SSD 1TB,Electronics,110.0,1,0.0,110.0,89.1,20.9
ORD100606,2023-06-17,Customer_287,South,Mechanical Keyboard,Electronics,70.0,2,0.2,112.0,119.0,-7.0
ORD100607,2023-06-19,Customer_10,North,Notebook,Stationery,3.0,3,0.0,9.0,5.58,3.42
ORD100608,2024-01-28,Customer_195,East,Pen Set,Stationery,5.0,2,0.0,10.0,7.8,2.2
ORD100609,2024-09-25,Customer_118,North,Smartphone Case,Accessories,10.0,5,0.05,47.5,36.5,11.0
ORD100610,2023-07-13,Customer_270,Central,Bluetooth Speaker,Electronics,55.0,4,0.05,209.0,138.6,70.4
ORD100611,2024-05-31,Customer_80,South,Desk Lamp,Furniture,18.0,1,0.0,18.0,15.12,2.88
ORD100612,2023-01-29,Customer_93,North,Wireless Mouse,Electronics,15.0,3,0.3,31.5,36.9,-5.4
ORD100613,2023-06-14,Customer_266,East,Desk Lamp,Furniture,18.0,5,0.05,85.5,53.1,32.4
ORD100614,2024-02-26,Customer_257,South,Bluetooth Speaker,Electronics,55.0,3,0.05,156.75,92.4,64.35
ORD100615,2023-12-05,Customer_133,East,Wireless Mouse,Electronics,15.0,2,0.05,28.5,22.8,5.7
ORD100616,2024-10-09,Customer_276,South,Office Chair,Furniture,120.0,3,0.05,342.0,262.8,79.2
ORD100617,2024-05-10,Customer_264,North,USB-C Cable,Electronics,8.0,3,0.0,24.0,19.92,4.08
ORD100618,2023-12-31,Customer_171,South,Smartphone Case,Accessories,10.0,3,0.0,30.0,18.6,11.4
ORD100619,2023-12-08,Customer_1,South,"Monitor 24""",Electronics,130.0,2,0.05,247.0,150.8,96.2
ORD100620,2024-05-14,Customer_64,North,USB-C Cable,Electronics,8.0,1,0.15,6.8,5.04,1.76
ORD100621,2024-10-18,Customer_284,West,Desk Lamp,Furniture,18.0,4,0.0,72.0,40.32,31.68
ORD100622,2024-05-25,Customer_121,East,USB-C Cable,Electronics,8.0,7,0.05,53.2,31.36,21.84
ORD100623,2023-11-23,Customer_107,East,Notebook,Stationery,3.0,2,0.15,5.1,4.92,0.18
ORD100624,2023-08-05,Customer_175,East,Office Chair,Furniture,120.0,3,0.0,360.0,237.6,122.4
ORD100625,2023-10-28,Customer_204,East,Mechanical Keyboard,Electronics,70.0,3,0.0,210.0,140.7,69.3
ORD100626,2023-05-12,Customer_165,Central,Office Chair,Furniture,120.0,3,0.0,360.0,201.6,158.4
ORD100627,2023-03-11,Customer_120,North,SSD 1TB,Electronics,110.0,3,0.05,313.5,207.9,105.6
ORD100628,2023-09-09,Customer_44,North,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,130.35,34.65
ORD100629,2024-02-19,Customer_156,North,Pen Set,Stationery,5.0,2,0.0,10.0,7.3,2.7
ORD100630,2024-03-20,Customer_207,North,Notebook,Stationery,3.0,5,0.05,14.25,11.7,2.55
ORD100631,2023-07-01,Customer_108,North,Smartphone Case,Accessories,10.0,4,0.05,38.0,27.2,10.8
ORD100632,2023-06-16,Customer_251,West,SSD 1TB,Electronics,110.0,1,0.0,110.0,70.4,39.6
ORD100633,2023-04-01,Customer_130,East,USB-C Cable,Electronics,8.0,3,0.0,24.0,16.56,7.44
ORD100634,2024-12-14,Customer_293,Central,Smartphone Case,Accessories,10.0,3,0.1,27.0,19.5,7.5
ORD100635,2024-06-14,Customer_20,North,Router,Electronics,60.0,4,0.2,192.0,192.0,0.0
ORD100636,2023-02-08,Customer_282,South,External HDD,Electronics,85.0,2,0.15,144.5,108.8,35.7
ORD100637,2023-05-06,Customer_285,Central,Bluetooth Speaker,Electronics,55.0,3,0.05,156.75,123.75,33.0
ORD100638,2024-03-26,Customer_1,West,SSD 1TB,Electronics,110.0,1,0.0,110.0,64.9,45.1
ORD100639,2023-06-22,Customer_119,East,Mechanical Keyboard,Electronics,70.0,4,0.0,280.0,212.8,67.2
ORD100640,2024-10-14,Customer_35,East,USB-C Cable,Electronics,8.0,4,0.0,32.0,26.24,5.76
ORD100641,2023-08-08,Customer_198,West,Webcam HD,Electronics,45.0,3,0.0,135.0,98.55,36.45
ORD100642,2024-09-29,Customer_245,East,Router,Electronics,60.0,1,0.1,54.0,43.2,10.8
ORD100643,2023-02-27,Customer_59,North,Webcam HD,Electronics,45.0,4,0.0,180.0,151.2,28.8
ORD100644,2024-10-21,Customer_161,West,Laptop Stand,Accessories,25.0,3,0.0,75.0,55.5,19.5
ORD100645,2024-04-20,Customer_179,East,Office Chair,Furniture,120.0,5,0.3,420.0,378.0,42.0
ORD100646,2024-03-31,Customer_206,North,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,89.6,50.4
ORD100647,2023-12-27,Customer_12,East,Webcam HD,Electronics,45.0,4,0.0,180.0,136.8,43.2
ORD100648,2023-01-01,Customer_276,South,Laptop Stand,Accessories,25.0,3,0.0,75.0,57.75,17.25
ORD100649,2024-01-22,Customer_181,Central,Notebook,Stationery,3.0,5,0.05,14.25,9.6,4.65
ORD100650,2023-12-14,Customer_242,North,Smartphone Case,Accessories,10.0,1,0.05,9.5,6.5,3.0
ORD100651,2023-07-09,Customer_216,Central,Router,Electronics,60.0,3,0.0,180.0,153.0,27.0
ORD100652,2024-05-19,Customer_251,East,Mechanical Keyboard,Electronics,70.0,2,0.05,133.0,81.2,51.8
ORD100653,2023-07-10,Customer_299,South,Laptop Stand,Accessories,25.0,2,0.1,45.0,33.5,11.5
ORD100654,2024-05-22,Customer_126,North,"Monitor 24""",Electronics,130.0,2,0.15,221.0,148.2,72.8
ORD100655,2024-01-04,Customer_217,West,Smartphone Case,Accessories,10.0,1,0.3,7.0,8.0,-1.0
ORD100656,2024-02-13,Customer_285,Central,Mechanical Keyboard,Electronics,70.0,2,0.15,119.0,81.2,37.8
ORD100657,2023-04-27,Customer_185,South,Desk Lamp,Furniture,18.0,3,0.05,51.3,40.5,10.8
ORD100658,2023-05-14,Customer_39,North,Smartphone Case,Accessories,10.0,4,0.0,40.0,22.8,17.2
ORD100659,2023-02-27,Customer_223,East,SSD 1TB,Electronics,110.0,6,0.0,660.0,495.0,165.0
ORD100660,2024-07-09,Customer_184,West,Laptop Stand,Accessories,25.0,4,0.0,100.0,80.0,20.0
ORD100661,2024-11-15,Customer_178,North,USB-C Cable,Electronics,8.0,3,0.1,21.6,16.08,5.52
ORD100662,2024-11-02,Customer_294,East,Desk Lamp,Furniture,18.0,5,0.15,76.5,63.9,12.6
ORD100663,2023-06-22,Customer_151,East,External HDD,Electronics,85.0,4,0.05,323.0,227.8,95.2
ORD100664,2023-05-29,Customer_126,South,"Monitor 24""",Electronics,130.0,3,0.0,390.0,249.6,140.4
ORD100665,2023-03-21,Customer_234,East,Bluetooth Speaker,Electronics,55.0,2,0.05,104.5,86.9,17.6
ORD100666,2023-08-01,Customer_8,North,Webcam HD,Electronics,45.0,2,0.2,72.0,56.7,15.3
ORD100667,2023-07-22,Customer_129,West,Wireless Mouse,Electronics,15.0,5,0.05,71.25,57.75,13.5
ORD100668,2023-08-17,Customer_264,East,Laptop Stand,Accessories,25.0,6,0.15,127.5,91.5,36.0
ORD100669,2024-11-06,Customer_157,East,Notebook,Stationery,3.0,2,0.15,5.1,3.72,1.38
ORD100670,2023-08-15,Customer_5,South,Laptop Stand,Accessories,25.0,4,0.2,80.0,65.0,15.0
ORD100671,2024-10-20,Customer_86,South,Wireless Mouse,Electronics,15.0,3,0.1,40.5,32.85,7.65
ORD100672,2024-06-15,Customer_175,West,Router,Electronics,60.0,2,0.1,108.0,82.8,25.2
ORD100673,2024-03-16,Customer_290,East,"Monitor 24""",Electronics,130.0,3,0.0,390.0,300.3,89.7
ORD100674,2024-02-06,Customer_193,East,"Monitor 24""",Electronics,130.0,2,0.0,260.0,158.6,101.4
ORD100675,2023-02-16,Customer_119,East,Desk Lamp,Furniture,18.0,3,0.05,51.3,29.7,21.6
ORD100676,2023-08-21,Customer_218,South,Bluetooth Speaker,Electronics,55.0,2,0.0,110.0,85.8,24.2
ORD100677,2023-11-01,Customer_114,South,Mechanical Keyboard,Electronics,70.0,1,0.3,49.0,56.0,-7.0
ORD100678,2024-06-09,Customer_145,North,Notebook,Stationery,3.0,3,0.0,9.0,5.13,3.87
ORD100679,2023-05-23,Customer_26,North,Desk Lamp,Furniture,18.0,2,0.15,30.6,26.28,4.32
ORD100680,2024-02-19,Customer_136,West,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,108.9,56.1
ORD100681,2024-05-27,Customer_232,North,Notebook,Stationery,3.0,4,0.0,12.0,9.48,2.52
ORD100682,2024-01-08,Customer_76,North,Notebook,Stationery,3.0,1,0.2,2.4,2.43,-0.03
ORD100683,2024-07-19,Customer_289,West,Wireless Mouse,Electronics,15.0,1,0.0,15.0,12.15,2.85
ORD100684,2023-09-16,Customer_1,North,Desk Lamp,Furniture,18.0,3,0.0,54.0,42.12,11.88
ORD100685,2024-10-17,Customer_147,East,Notebook,Stationery,3.0,2,0.0,6.0,3.78,2.22
ORD100686,2024-04-15,Customer_287,South,Pen Set,Stationery,5.0,3,0.1,13.5,11.85,1.65
ORD100687,2023-01-12,Customer_142,North,Router,Electronics,60.0,4,0.0,240.0,170.4,69.6
ORD100688,2023-11-26,Customer_53,South,External HDD,Electronics,85.0,3,0.05,242.25,145.35,96.9
ORD100689,2023-12-24,Customer_69,North,Bluetooth Speaker,Electronics,55.0,4,0.05,209.0,151.8,57.2
ORD100690,2024-02-12,Customer_90,West,Wireless Mouse,Electronics,15.0,4,0.1,54.0,49.8,4.2
ORD100691,2024-10-29,Customer_220,East,Smartphone Case,Accessories,10.0,4,0.1,36.0,32.8,3.2
ORD100692,2024-01-08,Customer_192,North,"Monitor 24""",Electronics,130.0,3,0.05,370.5,226.2,144.3
ORD100693,2023-01-08,Customer_63,North,Wireless Mouse,Electronics,15.0,1,0.0,15.0,11.55,3.45
ORD100694,2023-05-02,Customer_73,South,Smartphone Case,Accessories,10.0,3,0.15,25.5,23.7,1.8
ORD100695,2023-12-14,Customer_161,North,USB-C Cable,Electronics,8.0,3,0.0,24.0,15.12,8.88
ORD100696,2024-11-06,Customer_169,South,USB-C Cable,Electronics,8.0,3,0.05,22.8,16.56,6.24
ORD100697,2023-03-31,Customer_89,East,Notebook,Stationery,3.0,4,0.0,12.0,9.12,2.88
ORD100698,2024-10-09,Customer_176,West,SSD 1TB,Electronics,110.0,2,0.15,187.0,149.6,37.4
ORD100699,2024-11-28,Customer_269,South,Desk Lamp,Furniture,18.0,3,0.0,54.0,31.32,22.68
ORD100700,2023-11-12,Customer_73,West,External HDD,Electronics,85.0,1,0.0,85.0,64.6,20.4
ORD100701,2023-06-27,Customer_245,Central,"Monitor 24""",Electronics,130.0,1,0.1,117.0,106.6,10.4
ORD100702,2024-06-23,Customer_77,North,Wireless Mouse,Electronics,15.0,3,0.05,42.75,33.75,9.0
ORD100703,2023-02-10,Customer_159,West,Desk Lamp,Furniture,18.0,4,0.0,72.0,56.16,15.84
ORD100704,2024-12-04,Customer_98,West,Wireless Mouse,Electronics,15.0,2,0.05,28.5,19.8,8.7
ORD100705,2024-05-16,Customer_102,South,Wireless Mouse,Electronics,15.0,2,0.1,27.0,18.0,9.0
ORD100706,2023-05-25,Customer_132,Central,Pen Set,Stationery,5.0,5,0.3,17.5,18.5,-1.0
ORD100707,2023-07-20,Customer_102,South,USB-C Cable,Electronics,8.0,2,0.05,15.2,10.4,4.8
ORD100708,2024-12-24,Customer_19,South,Wireless Mouse,Electronics,15.0,3,0.0,45.0,36.45,8.55
ORD100709,2024-04-05,Customer_82,West,Pen Set,Stationery,5.0,1,0.0,5.0,2.95,2.05
ORD100710,2024-07-11,Customer_279,South,SSD 1TB,Electronics,110.0,5,0.15,467.5,374.0,93.5
ORD100711,2024-06-30,Customer_129,South,USB-C Cable,Electronics,8.0,4,0.15,27.2,21.44,5.76
ORD100712,2023-09-10,Customer_89,North,Pen Set,Stationery,5.0,3,0.0,15.0,12.45,2.55
ORD100713,2024-01-25,Customer_213,West,Desk Lamp,Furniture,18.0,3,0.0,54.0,32.4,21.6
ORD100714,2024-08-16,Customer_143,West,Mechanical Keyboard,Electronics,70.0,4,0.1,252.0,154.0,98.0
ORD100715,2023-09-13,Customer_65,East,USB-C Cable,Electronics,8.0,4,0.0,32.0,19.84,12.16
ORD100716,2024-12-09,Customer_76,Central,Smartphone Case,Accessories,10.0,2,0.0,20.0,16.0,4.0
ORD100717,2024-03-25,Customer_199,South,Webcam HD,Electronics,45.0,4,0.0,180.0,109.8,70.2
ORD100718,2023-01-10,Customer_143,North,Mechanical Keyboard,Electronics,70.0,4,0.0,280.0,173.6,106.4
ORD100719,2023-08-30,Customer_93,West,Bluetooth Speaker,Electronics,55.0,1,0.0,55.0,32.45,22.55
ORD100720,2023-09-08,Customer_224,West,Desk Lamp,Furniture,18.0,5,0.1,81.0,68.4,12.6
ORD100721,2023-01-05,Customer_291,North,Wireless Mouse,Electronics,15.0,5,0.0,75.0,42.75,32.25
ORD100722,2023-04-29,Customer_102,North,"Monitor 24""",Electronics,130.0,3,0.0,390.0,253.5,136.5
ORD100723,2024-01-09,Customer_267,West,SSD 1TB,Electronics,110.0,3,0.0,330.0,207.9,122.1
ORD100724,2023-03-06,Customer_110,Central,External HDD,Electronics,85.0,3,0.0,255.0,183.6,71.4
ORD100725,2023-05-26,Customer_265,East,Desk Lamp,Furniture,18.0,1,0.0,18.0,13.86,4.14
ORD100726,2023-08-12,Customer_3,South,Pen Set,Stationery,5.0,3,0.0,15.0,10.65,4.35
ORD100727,2023-08-27,Customer_85,Central,SSD 1TB,Electronics,110.0,3,0.1,297.0,273.9,23.1
ORD100728,2023-06-26,Customer_282,Central,Pen Set,Stationery,5.0,4,0.0,20.0,16.8,3.2
ORD100729,2023-10-09,Customer_117,East,Pen Set,Stationery,5.0,1,0.0,5.0,3.3,1.7
ORD100730,2023-03-04,Customer_221,West,Pen Set,Stationery,5.0,2,0.0,10.0,7.8,2.2
ORD100731,2023-08-05,Customer_154,West,Desk Lamp,Furniture,18.0,4,0.05,68.4,55.44,12.96
ORD100732,2024-11-19,Customer_153,Central,"Monitor 24""",Electronics,130.0,4,0.15,442.0,426.4,15.6
ORD100733,2024-04-05,Customer_12,West,Bluetooth Speaker,Electronics,55.0,5,0.0,275.0,187.0,88.0
ORD100734,2024-09-01,Customer_133,East,Laptop Stand,Accessories,25.0,1,0.2,20.0,17.75,2.25
ORD100735,2023-04-15,Customer_293,East,SSD 1TB,Electronics,110.0,4,0.0,440.0,294.8,145.2
ORD100736,2023-04-09,Customer_228,East,Pen Set,Stationery,5.0,2,0.15,8.5,8.1,0.4
ORD100737,2024-05-25,Customer_271,East,Laptop Stand,Accessories,25.0,3,0.0,75.0,46.5,28.5
ORD100738,2024-01-20,Customer_43,West,"Monitor 24""",Electronics,130.0,6,0.1,702.0,483.6,218.4
ORD100739,2024-02-09,Customer_21,Central,"Monitor 24""",Electronics,130.0,1,0.05,123.5,85.8,37.7
ORD100740,2024-06-01,Customer_107,East,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,86.8,53.2
ORD100741,2024-04-20,Customer_117,East,USB-C Cable,Electronics,8.0,4,0.15,27.2,23.04,4.16
ORD100742,2024-12-09,Customer_124,South,Webcam HD,Electronics,45.0,4,0.1,162.0,106.2,55.8
ORD100743,2024-10-06,Customer_281,West,External HDD,Electronics,85.0,2,0.0,170.0,110.5,59.5
ORD100744,2024-03-12,Customer_292,East,Notebook,Stationery,3.0,1,0.0,3.0,2.46,0.54
ORD100745,2023-01-23,Customer_203,North,Webcam HD,Electronics,45.0,4,0.0,180.0,120.6,59.4
ORD100746,2024-07-18,Customer_51,East,Desk Lamp,Furniture,18.0,4,0.15,61.2,55.44,5.76
ORD100747,2024-11-07,Customer_271,North,Notebook,Stationery,3.0,1,0.05,2.85,1.74,1.11
ORD100748,2024-12-14,Customer_277,North,"Monitor 24""",Electronics,130.0,3,0.0,390.0,241.8,148.2
ORD100749,2024-04-02,Customer_141,West,Smartphone Case,Accessories,10.0,1,0.1,9.0,7.9,1.1
ORD100750,2023-03-24,Customer_275,South,Webcam HD,Electronics,45.0,5,0.15,191.25,175.5,15.75
ORD100751,2023-05-25,Customer_290,South,Router,Electronics,60.0,1,0.05,57.0,40.2,16.8
